soil_type,ph,ec,oc,av_p,av_k,av_s,av_zn,av_b,av_fe,av_cu,av_mn
Sandy,7.3,0.16,0.41,4.9,34,8,0.76,0.168,10.22,1.09,5.704
Sandy,7.2,0.17,0.36,5.8,28,5,0.8,0.312,20.1,1.03,5.556
Sandy,7.3,0.19,0.31,5.3,31,11,0.84,0.048,15.98,1.197,5.148
Black,8.4,0.26,0.29,11.7,91,12,0.45,1.032,2.191,0.517,2.991
Black,8.8,0.11,0.43,4.4,60,30,0.22,1.104,1.979,0.433,2.897
Sandy,7.3,0.08,0.41,13.6,66,9,0.35,1.104,5.018,0.461,6.137
Red,7,0.08,0.39,20.4,53,12,0.26,0.936,4.878,0.433,5.857
Sandy,6.7,0.07,0.42,18,42,20,0.35,0.768,5.088,0.237,6.48
Sandy,6.6,0.07,0.36,17,31,7,0.33,0.792,5.088,0.433,6.822
Black,8.4,0.11,0.31,13.6,13,3,0.33,0.792,2.403,0.601,4.86
Red,8.5,0.1,0.42,11.2,9,39,0.26,0.6,1.908,0.489,8.704
Sandy,8.5,0.09,0.46,6.3,52,29,0.31,0.816,2.544,0.684,5.738
Sandy,8.3,0.09,0.47,2.9,51,51,0.45,1.2,3.392,0.656,4.766
Sandy,8,0.06,0.48,7.8,24,4,0.34,1.008,3.958,1.299,6.199
Black,7.8,0.06,0.05,17,27,14,0.34,1.056,5.018,1.439,6.96
Black,8.4,0.11,0.42,3.4,30,26,0.3,0.504,2.332,0.628,3.614
Black,8.7,0.09,0.45,20.9,48,36,0.34,1.32,2.392,0.908,3.925
Black,8.6,0.09,0.42,17.5,47,40,0.43,2.76,3.604,0.936,4.829
Black,8.5,0.08,0.47,19.4,34,24,0.44,0.912,3.392,1.047,4.174
Red,8.2,0.09,0.44,11.7,19,8,0.28,1.008,3.322,0.684,7.165
Red,7.9,0.08,0.49,15.5,14,25,0.28,0.888,3.392,0.684,8.193
Red,7.7,0.08,0.43,18,76,20,0.49,0.84,3.322,0.684,5.701
Red,7.7,0.08,0.66,18.5,43,18,0.5,0.912,3.11,0.545,5.016
Red,7.8,0.12,0.46,11.7,219,2,0.15,0.552,6.771,1.014,4.137
Red,7.5,0.15,0.44,34.5,124,4,0.3,0.504,7.326,1.431,5.089
Red,6.9,0.06,0.36,10.2,36,3,0.17,0.48,11.01,1.014,7.024
Red,7.8,0.12,0.29,18.5,93,3,0.35,1.344,9.132,1.264,6.577
Red,7.8,0.09,0.36,1.9,108,11,0.16,1.848,9.479,1.097,4.54
Black,6.9,0.05,0.46,13.6,26,4,0.16,0.624,9.757,0.708,6.637
Red,6.8,0.04,0.48,8.7,25,13,0.14,0.456,11.42,0.819,7.232
Black,6.7,0.05,0.35,16,44,4,0.15,0.648,10.26,1.07,6.179
Black,6.5,0.07,0.46,16.5,44,3,0.17,1.056,11.91,1.208,7.47
Black,7.2,0.15,0.38,1.5,94,2,0.19,0.6,10.87,1.208,6.905
Red,7.7,0.13,0.3,2.4,98,4,0.42,0.312,8.021,1.438,3.047
Black,7.9,0.17,0.49,10.2,156,2,0.55,0.84,5.451,1.569,2.113
Black,8.1,0.18,0.3,1.9,48,2,0.33,0.552,6.632,1.236,3.69
Black,7.9,0.12,0.31,1.9,141,2,0.33,0.504,8.646,1.616,5.952
Red,8.1,0.12,0.6,4.4,93,2,0.31,0.168,7.951,1.153,3.452
Sandy,8.2,0.11,0.5,3.4,97,3,0.26,0.072,7.465,1.153,3.267
Black,8,0.08,0.38,1.5,179,2,0.32,0.144,9.688,1.319,6.577
Black,7.9,0.1,0.37,1.5,129,4,0.22,0.48,10.52,1.548,6.28
Black,7.9,0.13,0.49,1.5,143,3,0.28,0.096,11.63,1.542,6.31
Black,7.8,0.14,0.46,3.4,133,2,0.3,0.24,14.62,1.569,6.518
Sandy,7.6,0.1,0.01,21.4,34,12,0.15,0.456,2.747,0.078,1.279
Sandy,8.3,0.11,0.04,15.1,32,8,0.1,0.288,2.967,0.078,1.345
Sandy,8.5,0.1,0.06,26.7,31,6,0.16,1.032,2.747,0.091,1.101
Sandy,8.4,0.12,0.01,20.4,38,9,0.25,1.32,2.637,0.052,0.945
Sandy,8.2,0.06,0.11,19.9,57,13,0.08,1.704,4.066,0.104,1.759
Sandy,7.7,0.07,0.04,28.2,43,9,0.22,2.352,3.846,0.311,2.217
Sandy,7.6,0.06,0.06,17,46,11,0.19,0.072,4.066,0.181,2.43
Sandy,7.5,0.18,0.61,19.9,98,4,0.21,1.08,3.626,0.337,1.181
Sandy,7.6,0.21,0.27,34,66,4,0.38,0.696,3.077,0.363,1.155
Sandy,7.7,0.19,0.14,22.3,88,6,0.22,0.888,3.187,0.233,1.47
Sandy,8.6,0.22,0.32,26.7,90,16,0.14,0.792,3.187,0.311,1.444
Sandy,9,0.23,0.1,30.1,53,11,0.12,0.696,2.747,0.21,1.365
Sandy,8.7,0.14,0.16,29.6,65,10,0.17,1.632,4.286,0.026,1.289
Sandy,8.2,0.12,0.05,28.2,66,8,0.15,3.408,4.835,0.032,1.286
Sandy,8.2,0.11,0.05,23.8,60,15,0.19,1.416,3.407,0.052,1.391
Sandy,8,0.17,0.11,15.1,49,10,0.14,1.464,2.857,0.078,1.126
Sandy,8.2,0.18,0.21,26.7,48,7,0.15,1.248,2.747,0.207,1.076
Sandy,7.5,0.13,0.16,29.6,45,8,0.27,1.032,5.934,0.126,2.913
Sandy,7.4,0.15,0.16,27.7,39,7,0.2,1.176,6.044,0.132,2.782
Sandy,7.5,0.18,0.12,26.2,45,7,0.25,1.248,5.495,0.284,2.546
Sandy,8.2,0.05,0.12,36.9,148,90,0.38,1.656,4.401,0.243,2.966
Red,7.4,0.04,0.2,19.4,298,74,0.37,0.768,11.65,0.442,7.862
Red,6,0.03,0.2,19.4,93,49,0.34,1.008,10.81,0.486,6.517
Sandy,6,0.03,0.23,17.5,185,37,0.32,0.984,8.608,0.309,5.276
Red,6,0.03,0.17,13.6,176,56,0.33,0.816,6.926,0.301,3.69
Sandy,6.4,0.04,0.13,14.6,179,36,0.32,0.984,6.278,0.235,3.931
Sandy,6.1,0.04,0.14,18.5,157,69,0.31,0.984,5.243,0.245,3.862
Sandy,6.2,0.04,0.17,20.9,239,53,0.34,0.96,6.602,0.269,8.034
Sandy,6.4,0.07,0.3,42.7,94,36,0.4,1.104,6.408,0.419,2.621
Sandy,7.3,0.08,0.23,28.2,111,39,0.38,0.984,4.595,0.287,2.931
Sandy,6.9,0.07,0.17,21.4,127,44,0.39,0.84,7.249,0.216,3.207
Sandy,7.7,0.08,0.14,30.6,232,39,0.46,1.08,5.761,0.265,1.31
Sandy,7.6,0.06,0.19,26.2,94,51,0.49,1.224,5.113,0.287,1.478
Sandy,7.1,0.07,0.22,26.2,99,36,0.51,1.272,6.149,0.287,1.849
Black,8.3,0.07,0.22,19.4,256,47,0.49,1.968,5.081,0.331,1.621
Black,6.4,0.06,0.24,14.6,142,58,0.37,2.232,9.45,0.221,12.24
Black,7.3,0.06,0.17,18.9,149,36,0.37,1.248,8.738,0.331,3.724
Sandy,5.8,0.06,0.14,15.5,122,52,0.35,0.84,10.94,0.221,12.21
Sandy,6.2,0.05,0.2,15.1,158,50,0.36,0.912,9.45,0.243,18.86
Sandy,6.3,0.03,0.27,9.2,168,47,0.37,1.008,14.56,0.309,10.93
Sandy,7.6,0.19,0.25,17,91,10,0.73,0.936,4.272,0.375,3.138
Sandy,7.6,0.12,0.22,12.1,50,25,0.42,0.096,8.285,0.364,6.069
Sandy,7.5,0.13,0.29,7.8,52,23,0.41,0.12,7.12,0.375,5.276
Sandy,7.2,0.12,0.23,8.7,54,27,0.43,0.168,7.443,0.331,7.172
Black,7.1,0.17,0.21,9.7,65,29,1.17,0.192,6.796,0.397,8.69
Black,7.1,0.17,0.25,11.2,79,48,1.05,0.12,8.932,0.296,8.759
Red,7.1,0.18,0.24,13.1,60,27,1.12,0.288,13.53,0.419,9.793
Red,8,0.14,0.27,8.7,94,47,0.46,0.696,5.761,0.662,2.69
Red,8.3,0.18,0.28,6.8,98,84,0.48,0.888,5.437,0.927,1.793
Sandy,7.6,0.42,0.29,10.7,87,31,0.93,0.12,6.214,0.53,10.93
Sandy,7.3,0.47,0.31,6.8,86,11,0.61,0.12,8.544,0.53,12.55
Sandy,7.1,0.43,0.21,3.9,94,11,0.65,1.464,10.36,0.53,12.79
Sandy,7.1,0.14,0.24,4.9,54,3,0.44,0.6,8.932,0.419,5.31
Red,7.2,0.11,0.25,2.9,56,3,0.37,0.696,7.184,0.309,4.552
Red,7.7,0.3,0.31,26.2,69,3,0.49,0.984,14.3,0.419,16.62
Black,6.6,0.3,0.54,37.4,73,34,0.5,0.72,16.38,0.397,17.66
Black,6.3,0.32,0.52,29.6,104,36,0.5,0.84,16.38,0.442,17.21
Black,6.4,0.41,0.48,8.3,125,9,0.48,0.84,13.07,0.397,14.79
Sandy,6.4,0.37,0.24,7.3,59,3,0.46,0.96,17.41,0.397,12.34
Red,6.3,0.22,0.45,39.3,47,9,0.35,0.864,18.19,0.397,18.97
Sandy,8.1,0.3,0.41,43.6,250,9,0.7,0.624,3.048,0.3,4.59
Sandy,7,0.05,0.4,57.1,152,50,0.83,0.12,8.717,0.484,11.77
Sandy,6.6,0.21,1.23,39,193,18,1.38,2.496,10.64,0.76,5.705
Sandy,6.6,0.21,1.42,36.1,259,10,0.53,2.28,9.037,0.207,2.781
Sandy,7.5,0.15,0.47,12.7,229,12,1.42,1.296,2.727,0.668,4.152
Sandy,7.5,0.08,0.43,10.7,152,37,0.95,0.072,4.439,0.668,2.82
Sandy,9,0.22,0.29,40.9,162,56,0.43,2.616,4.759,0.484,2.164
Sandy,9.1,0.24,0.31,47.9,185,50,0.36,0.768,6.15,0.346,2.197
Sandy,9.1,0.23,0.3,23.5,246,60,0.41,0.744,6.684,0.576,2.918
Sandy,9,0.12,0.39,24.1,134,49,1.4,0.096,6.898,0.203,2.885
Sandy,7.7,0.06,0.2,10.9,118,57,0.34,0.192,4.217,0.261,3.574
Sandy,7.9,0.18,1.1,21,185,51,0.54,0.768,8.396,0.346,2.689
Sandy,8.1,0.09,0.32,22.4,93,32,0.41,1.992,5.615,0.392,2.23
Sandy,8,0.08,0.31,12.1,179,37,0.3,0.432,2.2,0.203,2.098
Sandy,7.5,0.09,0.33,17,45,44,0.43,0.072,18.44,0.261,18.85
Sandy,7.1,0.08,0.33,39.7,42,50,0.4,0.096,20.91,0.261,20.03
Sandy,7.4,0.08,0.29,15.1,66,94,0.43,0.576,3.268,0.203,3.508
Sandy,7.4,0.08,0.23,11.6,63,57,0.41,0.144,3.048,0.203,3.246
Sandy,7.9,0.12,0.42,15.6,195,56,0.63,0.528,5.08,0.53,2.164
Sandy,7.8,0.14,0.45,18.9,187,96,0.56,0.072,5.508,0.668,2.459
Red,7.5,0.12,0.32,15.1,50,64,0.54,0.432,27.32,0.021,12.56
Black,7.4,0.09,0.23,12.6,53,75,0.58,0.072,18.04,0.164,5.852
Black,7.5,0.09,0.19,15.5,52,45,0.64,0.216,1.753,0.164,2.037
Black,8.4,0.21,0.42,44.2,95,51,0.64,0.36,1.134,0.22,2.028
Sandy,8.6,0.21,0.42,108.3,275,57,0.6,0.216,2.99,0.117,3.704
Black,8.6,0.24,0.88,48.1,99,57,0.64,0.48,1.712,0.223,2.185
Black,8.6,0.26,0.57,45.2,297,54,0.66,0.24,3.165,0.211,2.37
Red,8.4,0.42,0.99,37.4,217,97,0.63,0.384,5.464,0.352,14.63
Red,8.4,0.39,0.64,31.1,246,118,0.59,0.264,5.032,0.277,13.85
Red,8.4,0.33,0.97,29.6,222,89,0.53,0.552,3.179,0.216,5.407
Red,6.7,0.15,0.33,31.6,47,25,0.47,0.96,11.5,0.203,11.74
Red,6.3,0.09,0.31,31.1,49,39,0.47,0.072,12.67,0.21,11.08
Red,6.4,0.09,0.29,24.3,53,35,0.52,0.096,12.67,0.2,12.3
Red,7,0.08,0.34,43.7,118,37,0.42,0.288,7.54,0.21,10.33
Red,7.1,0.09,0.28,31.6,110,33,0.43,2.52,4.545,0.238,6.459
Red,7.7,0.17,0.31,27.7,85,27,0.45,0.96,2.894,0.392,3.049
Red,7.8,0.18,0.28,17.5,83,47,0.46,0.696,3.022,0.215,2.885
Red,7.8,0.12,0.34,19.9,72,38,0.39,0.36,3.048,0.209,4.033
Red,7.7,0.1,0.34,102.5,77,43,0.4,0.408,2.62,0.215,5.115
Red,8.1,0.1,0.3,19.9,125,5,0.52,0.576,1.23,0.484,3.607
Sandy,7.4,0.1,0.42,6.3,14,43,0.33,0.48,6.078,0.154,4.642
Sandy,7.1,0.1,0.45,4.9,14,41,0.26,0.072,5.795,0.123,3.894
Sandy,7.2,0.1,0.3,4.4,15,43,0.28,0.12,5.371,0.049,4.143
Sandy,7.2,0.09,0.28,4.4,15,5,0.27,0.048,5.583,0.119,3.988
Sandy,7.3,0.11,0.25,2.9,16,2,0.26,0.072,5.018,0.109,3.676
Sandy,7.3,0.1,0.24,5.3,17,22,0.28,0.336,5.018,0.125,3.364
Sandy,7.3,0.09,0.26,4.9,15,4,0.25,0.192,5.724,0.014,3.053
Sandy,7.1,0.09,0.27,4.4,16,7,0.29,0.096,6.996,0.154,5.109
Sandy,7.2,0.11,0.21,5.8,18,15,0.25,0.096,7.279,0.237,5.514
Sandy,8,0.18,0.23,4.4,66,9,0.85,0.144,3.18,0.07,5.327
Sandy,8.2,0.19,0.28,8.7,84,19,0.82,0.144,3.11,0.069,4.953
Sandy,8.2,0.36,0.21,5.8,155,20,1.8,1.728,2.473,0.14,4.361
Sandy,8.3,0.34,0.23,4.4,164,9,1.74,1.224,2.165,0.101,4.206
Sandy,7.9,0.09,0.25,2.4,50,15,0.38,0.12,6.148,0.07,3.801
Sandy,7.6,0.09,0.24,2.9,62,20,0.33,0.096,6.29,0.154,4.268
Sandy,7.4,0.09,0.27,3.4,59,27,0.34,0.096,6.007,0.98,5.016
Sandy,7.3,0.13,0.29,2.4,71,16,0.4,0.072,4.947,0.154,4.143
Sandy,7.4,0.18,0.24,3.9,66,12,0.43,0.096,4.311,0.07,3.769
Sandy,7.4,0.19,0.26,4.4,67,4,0.72,0.624,3.887,0.011,4.05
Sandy,7.7,0.23,0.27,5.8,64,3,0.74,0.264,3.534,0.042,3.614
Red,7.5,0.15,0.16,18.5,105,12,0.65,0.168,7.309,0.2,3.222
Red,7.6,0.16,0.21,11.2,112,13,0.59,0.528,5.562,0.223,4.333
Red,7.6,0.16,0.22,15.1,112,15,0.69,0.312,5.432,0.217,3.778
Black,7.2,0.19,0.18,53.4,111,9,0.69,0.048,6.756,0.223,4.963
Red,7.2,0.2,0.15,28.2,145,11,0.56,0.432,6.896,0.223,5.259
Black,6.9,0.15,0.19,27.7,152,17,0.57,0.336,9.175,0.399,6.037
Red,6.8,0.14,0.14,27.2,116,11,0.59,0.312,9.588,0.493,6.667
Red,7.7,0.15,0.3,17.5,223,8,0.35,0.72,8.144,0.399,6.926
Red,7.9,0.13,0.27,15.5,221,10,0.38,0.216,5.67,0.399,6.074
Red,6.5,0.08,0.22,18.9,52,8,0.44,0.336,9.588,0.211,10.93
Red,6.3,0.08,0.21,20.4,6,15,0.61,0.24,16.6,0.305,11.81
Red,6.5,0.09,0.22,36.9,64,9,0.59,0.528,14.74,0.211,12.26
Red,6.5,0.07,0.22,40.8,114,17,0.56,0.072,11.86,0.023,9.889
Red,6.7,0.06,0.21,37.9,108,17,0.58,0.168,9.381,0.023,7.37
Black,6.7,0.06,0.23,33,113,12,0.53,0.48,68.76,0.023,8.444
Black,7.4,0.13,0.27,45.2,197,15,0.54,0.216,13.71,0.123,9
Black,7.5,0.14,0.31,54.9,181,8,0.62,0.336,10.82,0.123,8.556
Red,7.7,0.17,0.26,44.7,233,17,0.62,0.84,8.969,0.123,6.556
Black,8,0.25,0.73,31.6,8,13,0.56,0.384,7.113,0.023,3.815
Black,8,0.25,0.96,18,175,5,0.33,0.072,4.433,0.21,3.407
Black,8,0.26,0.32,2.4,84,3,0.24,0.792,9.132,1.347,4.018
Black,8,0.12,0.46,2.4,99,3,0.27,0.768,11.28,1.486,4.762
Black,8,0.13,0.55,1.9,108,2,0.41,0.456,10.8,1.867,6.071
Black,8,0.09,0.52,2.9,114,2,0.25,0.6,6.701,1.431,4.464
Black,8.2,0.1,0.45,2.4,102,2,0.2,0.648,6.076,1.197,4.762
Black,7,0.03,0.35,15.5,19,2,0.16,0.048,8.229,1.423,5.655
Red,6,0.03,0.32,13.1,19,2,0.19,0.048,8.785,1.712,5.357
Red,5.7,0.03,0.35,13.1,16,2,0.15,0.048,6.632,0.916,5.06
Sandy,7.8,0.07,0.45,1,106,2,0.2,0.816,10.24,1.468,4.613
Sandy,7.9,0.09,0.43,1,106,3,0.16,0.648,9.826,1.069,5.327
Red,7.3,0.07,0.42,19.9,44,3,0.21,0.144,6.14,1.081,4.494
Red,7.9,0.13,0.5,27.2,82,2,0.26,0.6,7.257,1.46,4.226
Red,7.9,0.12,0.51,27.7,85,2,0.28,0.768,5.868,1.423,4.018
Red,7.7,0.12,0.37,13.1,111,2,0.27,0.744,6.345,0.903,3.542
Sandy,7.6,0.11,0.3,14.1,101,3,0.29,1.536,7.118,0.91,3.482
Sandy,7.5,0.13,0.32,12.1,105,2,0.21,0.624,7.326,0.827,3.512
Sandy,8.4,0.13,0.29,10.2,134,3,0.3,0.456,7.187,1.024,3.155
Red,8.1,0.11,0.34,11.2,97,3,0.34,0.384,7.049,0.898,3.988
Red,7.7,0.11,0.32,7.8,97,2,0.21,0.408,6.146,0.524,4.167
Red,7.6,0.11,0.38,8.3,96,2,0.28,0.6,8.09,0.855,4.107
Red,7.8,0.31,0.54,9.7,234,3,0.38,0.792,3.71,0.172,2.674
Red,7.7,0.25,0.6,13.6,212,6,0.43,1.032,3.62,0.15,1.649
Red,8.3,0.22,0.58,8.7,184,9,0.29,2.256,3.62,0.324,1.518
Red,7.2,0.15,0.31,9.2,113,16,0.25,0.96,3.801,0.95,2.159
Red,8.4,0.2,0.76,26.7,138,14,0.49,1.512,4.072,0.706,1.936
Red,7.8,0.17,0.95,6.3,76,29,0.21,0.864,4.253,0.706,2.354
Black,8.3,0.18,0.4,14.1,191,21,0.31,2.376,5.249,0.286,3.496
Sandy,7.6,0.86,0.4,27.2,196,18,1.8,2.136,4.163,0.218,6.198
Black,7.6,0.97,0.43,18,175,24,1.87,2.544,4.072,0.21,8.315
Black,8.3,0.44,0.56,7.8,202,21,0.46,1.8,4.615,0.401,6.838
Black,6.4,0.11,0.43,9.2,38,25,0.31,1.344,6.787,0.515,8.538
Black,8.5,0.2,0.63,1,191,31,0.3,1.488,10.14,0.286,6.365
Red,7.8,0.08,0.35,8.7,33,16,0.25,1.248,6.244,0.286,4.805
Red,7.5,0.14,0.51,7.8,181,26,0.25,1.128,10.41,0.401,6.448
Red,7.5,0.41,0.49,23.8,52,20,1.02,1.68,6.244,0.134,7.368
Black,7.5,1.41,0.43,26.2,56,19,1.2,1.68,3.801,0.363,9.401
Red,7.6,1.63,0.48,25.7,88,22,1.16,1.752,3.801,0.515,9.958
Red,6.9,0.23,0.44,4.4,70,25,0.53,1.104,5.882,0.63,9.401
Red,6.9,0.13,0.39,3.9,64,25,0.28,0.6,9.05,0.782,9.68
Red,6.6,0.12,1.56,3.4,60,15,0.28,1.296,8.416,0.63,9.039
Sandy,7.4,0.5,0.2,35.4,180,57,0.34,0.264,6.354,1.319,9.137
Sandy,7.3,0.46,0.24,41.3,161,57,0.33,0.816,9.34,0.931,8.393
Sandy,7.2,0.4,0.26,37.4,172,55,0.27,0.696,11.08,0.847,8.988
Red,7.3,0.43,0.24,29.6,195,56,0.52,0.36,8.16,1.236,9.048
Red,7.3,0.45,0.22,33.5,189,49,0.56,0.312,8.021,1.319,9.464
Sandy,7.3,0.55,0.23,33,200,26,0.35,0.12,4.352,0.689,5.452
Sandy,7.4,0.25,0.24,27.2,85,28,0.19,0.096,5.451,0.375,3.701
Red,7.4,0.23,0.22,27.2,88,18,0.29,0.336,5.174,0.375,4.464
Red,7.4,0.19,0.26,24.8,61,32,0.28,1.416,4.896,0.319,4.464
Red,7.3,0.23,0.24,25.7,137,24,0.26,0.288,7.187,0.375,4.911
Red,7.2,0.24,0.22,29.1,83,14,0.31,0.312,4.757,0.403,4.345
Red,7,0.1,0.23,7.8,40,20,0.12,0.744,6.701,0.375,4.196
Red,6.6,0.09,0.19,7.8,34,15,0.12,0.336,10.17,0.458,5.655
Red,6.6,0.07,0.2,7.8,41,13,0.15,0.168,8.16,0.403,5.476
Red,6.5,0.07,0.23,9.2,40,11,0.08,0.624,9.41,0.375,6.22
Red,6.7,0.13,0.17,11.7,78,6,0.16,1.2,11.08,0.403,5.149
Red,6.9,0.14,0.27,22.8,64,24,0.12,0.744,11.9,0.375,4.792
Red,7,0.16,0.39,22.3,47,2,0.18,1.344,12.81,0.319,5.536
Red,6.9,0.16,0.46,17.5,69,27,0.13,1.488,17.53,0.236,4.792
Red,6.8,0.16,0.35,14.1,61,22,0.26,0.504,11.77,0.375,5.298
Sandy,6.3,0.07,0.13,34,50,5,0.21,0.264,13.52,0.311,6.982
Sandy,5.3,0.1,0.14,20.9,44,15,0.24,0.048,15.83,0.181,5.958
Sandy,5.4,0.12,0.25,33.5,45,7,0.28,0.072,15.4,0.155,6.719
Sandy,5.3,0.08,0.47,23.3,122,5,0.33,0.192,21.33,0.125,4.304
Sandy,5.5,0.06,0.39,32.5,30,15,0.24,1.56,20.88,0.135,2.703
Sandy,7.7,0.16,0.35,44.7,166,4,0.34,1.656,2.857,0.052,1.117
Sandy,7.9,0.21,0.22,31.6,194,3,0.46,1.464,3.736,0.181,1.111
Sandy,7.7,0.23,0.33,47.6,159,4,0.43,0.696,4.505,0.155,1.207
Sandy,8,0.19,0.26,37.9,176,3,0.4,1.56,3.956,0.311,1.102
Sandy,7.9,0.22,0.36,38.4,241,4,0.32,0.864,9.451,0.544,1.601
Sandy,7.8,0.12,0.45,30.6,301,5,0.36,0.72,5.055,0.337,1.305
Sandy,7.8,0.16,0.4,24.3,283,3,0.3,1.008,5.934,0.466,1.365
Sandy,7.8,0.12,0.36,37.4,131,6,0.22,0.432,4.396,0.259,1.496
Sandy,9.1,0.26,0.05,18.9,67,4,0.08,0.408,3.297,0.233,1.076
Sandy,9.1,0.26,0.07,24.8,67,4,0.15,0.576,3.297,0.13,1.557
Sandy,8.9,0.18,0.12,56.3,189,4,0.47,1.92,3.407,0.026,2.415
Sandy,8.5,0.17,0.11,52,235,7,0.43,1.464,3.187,0.052,2.047
Sandy,8.5,0.2,0.13,59.2,173,4,0.39,0.6,3.626,0.13,2.279
Sandy,8,0.07,0.11,40.8,73,6,0.43,0.936,9.121,0.189,5.249
Sandy,7.1,0.06,0.18,27.7,64,9,0.25,1.44,9.23,0.178,5.223
Red,7.4,0.22,0.3,44.7,69,3,0.77,0.552,4.189,0.198,1.139
Red,7.6,0.19,0.22,37.9,299,4,0.06,0.768,4.054,0.187,1.228
Red,6.5,0.05,0.23,12.1,42,32,0.07,0.432,7.297,0.149,4.778
Red,6.1,0.05,0.23,10.7,44,24,0.08,0.072,4.932,0.256,5.015
Red,6,0.04,0.25,10.2,40,25,0.09,0.864,4.392,0.277,4.719
Red,5.1,0.07,0.19,10.2,40,20,0.01,1.224,4.595,0.13,5.044
Red,5.1,0.07,0.21,23.3,47,26,0.1,1.008,6.959,0.109,2.618
Red,5,0.06,0.19,28.2,50,20,0.09,0.96,5.27,0.234,2.648
Red,6.2,0.06,0.12,28.6,53,24,0.09,1.416,5.405,0.16,2.305
Red,6.4,0.07,0.2,26.2,52,16,0.17,1.032,9.459,0.24,2.326
Red,7.4,0.09,0.95,55.4,56,3,0.08,0.552,13.18,0.128,3.033
Red,7.6,0.08,0.97,38.8,87,4,0.08,0.816,44.19,0.069,2.973
Red,6.7,0.05,0.51,18.9,31,23,0.08,0.984,36.15,0.235,5.754
Red,6.5,0.03,0.31,48.6,32,19,0.09,0.84,17.64,0.192,5.133
Red,6.7,0.04,0.27,19.9,35,17,0.06,1.008,12.84,0.287,4.157
Red,6.6,0.07,0.23,22.3,43,20,0.1,0.12,28.24,0.128,4.896
Red,6.7,0.04,0.23,49,44,15,0.1,0.264,18.78,0.149,4.453
Red,6.7,0.03,0.35,18.9,37,22,0.06,1.992,18.58,0.077,4.038
Red,6.7,0.03,0.47,15.5,47,18,0.03,1.08,10.41,0.213,4.334
Red,6.8,0.03,0.28,16,46,18,0.48,0.144,4.697,0.085,6.982
Sandy,6.7,0.02,0.27,39.9,26,28,0.26,0.168,8.131,0.849,13.84
Sandy,7,0.14,0.37,37.9,105,3,0.39,0.384,5.156,0.567,5.348
Sandy,7.5,0.17,0.43,45.4,121,27,0.43,0.264,4.118,0.66,4.727
Sandy,7.6,0.17,0.46,48.5,127,3,0.48,0.408,4.74,0.535,4.258
Sandy,7.9,0.15,0.24,46,118,4,0.33,2.88,2.734,0.66,4.464
Sandy,8,0.19,0.33,18.5,51,33,0.46,0.768,2.803,0.597,5.192
Sandy,8.2,0.13,0.46,13.3,90,28,0.36,0.984,4.325,0.671,4.126
Sandy,8.4,0.21,0.44,13.1,81,11,0.3,0.792,4.187,0.708,3.148
Sandy,8.4,0.22,0.3,17.2,58,6,0.31,0.072,3.08,0.597,2.792
Sandy,8.4,0.12,0.32,20.9,58,3,0.24,0.216,3.227,0.472,2.697
Sandy,8.3,0.12,0.4,21,68,22,0.3,0.384,2.526,0.535,2.733
Sandy,8.2,0.25,0.31,44.1,73,31,0.55,0.264,3.495,0.535,7.039
Sandy,8.1,0.31,0.41,44.3,64,41,0.45,0.408,2.941,0.22,5.742
Sandy,8.5,0.19,0.46,31.7,83,3,0.48,0.048,3.841,0.597,3.036
Sandy,8.9,0.2,0.4,21.3,80,4,0.51,1.896,4.187,0.597,3.449
Sandy,8.9,0.21,0.32,25,82,3,0.4,1.944,3.149,0.22,2.885
Sandy,9,0.14,0.26,29.3,48,11,0.31,0.072,3.979,0.472,2.942
Sandy,9,0.12,0.25,30.1,52,3,0.31,0.168,4.394,0.346,2.923
Sandy,8.9,0.13,0.23,23.1,46,3,0.36,0.336,3.91,0.22,2.867
Sandy,8.9,0.13,0.23,29.1,45,3,0.31,1.608,5.017,0.597,3.468
Sandy,8.8,0.06,0.19,13.1,136,146,0.06,0.216,9.051,0.304,2.04
Sandy,8.6,0.1,0.16,15.1,127,119,0.07,0.144,4.133,0.138,1.334
Sandy,8.6,0.08,0.13,13.6,130,32,0.06,0.216,4.234,0.138,1.396
Sandy,7.2,0.07,0.25,9.2,69,449,0.05,0.264,7.453,0.193,4.525
Red,7,0.07,0.22,9.7,69,32,0.04,0.408,7.226,0.221,4.923
Sandy,7,0.08,0.21,13.6,72,20,0.12,0.24,7.153,0.193,4.647
Sandy,7.3,0.05,0.15,9.2,40,294,0.03,0.048,2.993,0.191,1.702
Sandy,7.4,0.05,0.15,9.2,42,32,0.01,0.144,2.847,0.113,1.61
Sandy,6.2,0.04,0.15,18,44,26,0.03,0.024,11.01,0.359,10.29
Sandy,5.7,0.03,0.27,16.5,48,30,0.19,0.192,11.46,0.331,11.3
Sandy,5.5,0.04,0.23,15.5,51,30,0.17,0.432,11.23,0.304,10.66
Sandy,7.9,0.07,0.16,14.6,87,31,0.15,0.168,2.66,0.083,2.132
Sandy,8.5,0.06,0.14,12.6,121,40,0.04,0.24,2.92,0.11,1.365
Sandy,8.3,0.08,0.16,12.6,136,42,0.03,0.336,2.409,0.138,1.426
Sandy,8.5,0.06,0.16,12.6,86,34,0.01,0.048,2.409,0.138,1.304
Sandy,8.7,0.07,0.14,13.1,92,39,0.06,0.048,2.847,0.11,1.273
